Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Wheeler, Bruce Christopher",BENG 119A - Design Develop.in Biomechanics (A),FA17,25,6,80.0%,100.0%,1.70,B+ (3.67),A- (3.88)
"Gough, David A.",BENG 122A - Biosystems and Control (A),FA17,62,11,30.0%,20.0%,5.70,B+ (3.30),B+ (3.31)
"Wheeler, Bruce Christopher",BENG 127A - Design Dev.Molec. Systems BENG (A),FA17,13,3,66.7%,100.0%,1.17,A (4.00),N/A
"Wheeler, Bruce Christopher",BENG 128A - Design Dev.Genetc Circuit BENG (A),FA17,20,7,100.0%,100.0%,6.50,A (4.00),A- (3.85)
"Bartsch, Dirk-Uwe Guenther",BENG 134 - Measurements/Stats/Probability (A),FA17,20,12,36.4%,33.3%,6.50,B+ (3.50),B+ (3.55)
"Wheeler, Bruce Christopher",BENG 135 - Biomedical Signals & Systems (A),FA17,33,4,100.0%,100.0%,8.50,B (3.25),B+ (3.53)
"Lal, Ratnesh",BENG 141 - Biomedical Optics and Imaging (A),FA17,18,17,100.0%,100.0%,5.79,A- (3.71),N/A
"Wheeler, Bruce Christopher",BENG 147A - Design Develpmnt in Neural Eng (A),FA17,16,4,100.0%,75.0%,6.50,A (4.00),N/A
"Fraley, Stephanie I.",BENG 161A - Bioreactor Engineering (A),FA17,61,41,97.6%,97.6%,8.50,B+ (3.54),B- (2.92)
"Mali, Prashant Gulab Ram",BENG 162 - Biotechnology Laboratory (A),FA17,59,44,100.0%,100.0%,6.08,A- (3.77),A- (3.75)
"Sah, Robert Lie-Yuan",BENG 166A - Cell and Tissue Engineering (A),FA17,64,39,36.1%,41.7%,8.23,B+ (3.69),B+ (3.46)
"Wheeler, Bruce Christopher",BENG 169A - Design Developmnt Tissue Engin (A),FA17,26,6,100.0%,100.0%,5.30,A- (3.75),A- (3.95)
"Zhong, Sheng",BENG 183 - Applied Genomic Technologies (A),FA17,83,70,72.9%,77.1%,3.90,B+ (3.43),A- (3.75)
"Wheeler, Bruce Christopher",BENG 187B - BENG Design Project:Developmnt (A),FA17,129,32,86.2%,100.0%,6.43,A- (3.90),A- (3.88)
"Engler, Adam J.",BENG 193 - Clinical Bioengineering (A),FA17,20,4,100.0%,100.0%,4.50,A (4.00),A- (3.91)
"Wheeler, Bruce Christopher",BENG 2 - Intro Computer Prog & MATLAB (A),FA17,25,13,84.6%,92.3%,7.27,B+ (3.50),B+ (3.35)
"Mc Culloch, Andrew Douglas",BENG 87 - Freshman Seminar (A),FA17,20,12,91.7%,91.7%,0.50,A (4.00),N/A
"Omens, Jeffrey Howard",BENG 87 - Freshman Seminar (A),FA17,20,12,91.7%,91.7%,0.50,A (4.00),N/A
"Schmid-Schoenbein, Geert W",BENG 87 - Freshman Seminar (B),FA17,18,12,66.7%,83.3%,1.00,A (4.00),N/A
"Talbot, Jan B",CENG 100 - Material and Energy Balances (A),FA17,110,92,90.2%,84.6%,4.54,B+ (3.69),B+ (3.68)
"Russ, Benjamin Edward",CENG 100 - Material and Energy Balances (B),FA17,43,38,92.1%,73.0%,5.39,B+ (3.61),B+ (3.65)
"Powell, Alyssa",CENG 100 - Material and Energy Balances (C),FA17,26,22,95.5%,95.5%,7.32,B+ (3.64),B+ (3.57)
"Miller, David R.",CENG 101A - Introductory Fluid Mechanics (A),FA17,165,82,78.5%,69.2%,13.23,B (3.27),B (3.03)
"Opatkiewicz, Justin Paul",CENG 120 - Chemical Process Dynmics&Cntrl (A),FA17,104,101,96.0%,96.0%,9.04,B (3.28),B (3.15)
"Opatkiewicz, Justin Paul",CENG 122 - Separation Processes (A),FA17,108,105,94.3%,97.1%,9.71,B (3.19),B (3.19)
"Lubarda, Vlado",CENG 15 - Engin. Comp Using MATLAB (A),FA17,59,36,84.8%,75.0%,5.50,B+ (3.45),A- (3.85)
"Lubarda, Vlado",CENG 15 - Engin. Comp Using MATLAB (B),FA17,53,32,86.7%,82.1%,6.11,B+ (3.68),A- (3.85)
"Drews, Aaron",CENG 4 - Experience Chemical Eng (A),FA17,130,70,95.6%,98.5%,0.74,A (4.00),N/A
"Hayden, Marina Calvet",ENG 1 - Orientation to Engineering I (A),FA17,18,12,83.3%,91.7%,0.50,A (4.00),N/A
"Larson, David Philip",ENG 10 - Fundamentals/Engineering Appln (A),FA17,33,19,88.9%,100.0%,1.50,A- (3.89),A- (3.89)
"Choi, Seongcheol",ENG 10 - Fundamentals/Engineering Appln (B),FA17,26,15,53.3%,60.0%,1.70,A- (3.86),A- (3.85)
"Reynante, Brandon Marcellino",ENG 100D - Design for Development (B),FA17,51,37,91.9%,91.9%,6.01,A- (3.83),B+ (3.62)
"Reynante, Brandon Marcellino",ENG 100D - Design for Development (C),FA17,48,46,93.5%,97.8%,6.11,A- (3.82),B+ (3.62)
"Reynante, Brandon Marcellino",ENG 100D - Design for Development (D),FA17,45,43,97.6%,100.0%,6.17,A- (3.71),B+ (3.62)
"Bratton, Maryann",ENG 100L - Design for Development Lab (0),FA17,17,3,100.0%,100.0%,5.50,A (4.00),N/A
"de Oliveira, Mauricio",ENG 100L - Design for Development Lab (0),FA17,7,3,100.0%,100.0%,3.83,A (4.00),N/A
"Nguyen, Truong Quang",ENG 100L - Design for Development Lab (0),FA17,11,6,100.0%,100.0%,3.83,A (4.00),N/A
"Smith, David M.",ENG 100L - Design for Development Lab (0),FA17,10,3,100.0%,66.7%,1.83,A (4.00),N/A
"Opatkiewicz, Justin Paul",CENG 101A - Introductory Fluid Mechanics (A),S317,29,5,100.0%,100.0%,11.70,B (3.00),N/A
"Drews, Aaron",CENG 100 - Material and Energy Balances (B),S217,33,27,100.0%,100.0%,7.46,B+ (3.33),B (3.16)
"Herz, Richard K",CENG 15 - Engin. Comp Using MATLAB (A),S217,13,5,100.0%,100.0%,4.10,A (4.00),N/A
"Hajjar, Rima Joseph",ENG 10 - Fundamentals/Engineering Appln (A),S217,22,7,0.0%,33.3%,1.83,A (4.00),N/A
"Hajjar, Rima Joseph",ENG 10 - Fundamentals/Engineering Appln (B),S217,27,9,33.3%,55.6%,3.39,A (4.00),N/A
"Xu, Zihan",ENG 10 - Fundamentals/Engineering Appln (C),S217,28,10,77.8%,11.1%,3.83,A- (3.78),N/A
"Choi, Seongcheol",ENG 10 - Fundamentals/Engineering Appln (D),S217,17,5,100.0%,100.0%,2.50,A (4.00),N/A
"Coleman, Todd Prentice",BENG 100 - Stat Reasoning Bioeng Applns (A),SP17,150,53,65.4%,78.8%,8.81,B (3.08),B- (2.90)
"Huang, Xiaohua",BENG 102 - Moleculr Components Living Sys (A),SP17,35,11,81.8%,54.5%,4.14,A- (3.73),B+ (3.61)
"Fraley, Stephanie I.",BENG 103B - Bioengineering Mass Transfer (A),SP17,112,100,85.0%,89.0%,8.15,B+ (3.31),B- (2.84)
"Engler, Adam J.",BENG 112B - Fluid and Cell Biomechanics (A),SP17,44,36,88.9%,91.7%,6.33,B+ (3.32),B (3.25)
"Wheeler, Bruce Christopher",BENG 125 - Modeling & Computatio/Bioengr (A),SP17,140,34,86.7%,80.0%,6.87,B+ (3.57),B+ (3.48)
"Mali, Prashant Gulab Ram",BENG 133 - Numerical Analys-Computatn Eng (A),SP17,33,28,78.6%,89.3%,5.71,B+ (3.39),B+ (3.49)
"Silva, Gabriel",BENG 140B - Bioengineering Physiology (A),SP17,81,24,83.3%,83.3%,4.85,B+ (3.33),B (3.29)
"Zhang, Kun",BENG 160 - Chem & Molecular BENG Techniqs (A),SP17,58,30,89.3%,92.9%,6.13,A- (3.79),B+ (3.64)
"Cabrales, Pedro",BENG 172 - Bioengineering Laboratory (A),SP17,38,20,94.4%,94.4%,8.03,B+ (3.59),B+ (3.57)
"Omens, Jeffrey Howard",BENG 172 - Bioengineering Laboratory (A),SP17,38,20,94.4%,100.0%,8.03,B+ (3.59),B+ (3.57)
"Bafna, Vineet",BENG 182 - Biological Databases (A),SP17,42,17,88.2%,88.2%,8.23,B (3.25),B- (2.95)
"Christman, Karen",BENG 186A - Principles/Biomaterials Design (A),SP17,114,83,84.1%,90.2%,6.23,B+ (3.39),B (3.04)
"Dequach, Jessica A",BENG 186A - Principles/Biomaterials Design (A),SP17,114,84,85.5%,85.5%,6.25,B+ (3.37),B (3.04)
"Wheeler, Bruce Christopher",BENG 187A - BENG Design Project: Planning (A),SP17,130,58,94.0%,98.0%,1.25,A- (3.77),N/A
"Wheeler, Bruce Christopher",BENG 187D - BENG Design Proj:Presentation (A),SP17,122,28,88.9%,92.6%,6.59,A (4.00),A- (3.85)
"Gough, David A.",BENG 189 - Physiological Systems Eng (A),SP17,32,4,50.0%,25.0%,5.50,A- (3.75),B+ (3.69)
"Silva, Gabriel",BENG 189 - Physiological Systems Eng (A),SP17,31,4,50.0%,100.0%,5.50,A- (3.75),B+ (3.69)
"Engler, Adam J.",BENG 192 - Senior Sem. in Bioengineering (A),SP17,18,7,100.0%,100.0%,2.10,A (4.00),N/A
"Omens, Jeffrey Howard",BENG 87 - Freshman Seminar (A),SP17,20,12,100.0%,100.0%,0.50,N/A,N/A
"Arya, Gaurav",CENG 101C - Mass Transfer (B),SP17,105,39,97.2%,86.1%,7.17,B+ (3.32),B (3.09)
"Drews, Aaron",CENG 113 - Chemical Reaction Engineering (B),SP17,98,38,94.6%,97.3%,8.88,B+ (3.41),B- (2.86)
"Russ, Benjamin Edward",CENG 124B - Chem Plant & Process Design II (A),SP17,237,153,42.0%,72.7%,4.35,B+ (3.58),B+ (3.59)
"Talbot, Jan B",CENG 124B - Chem Plant & Process Design II (A),SP17,237,152,42.2%,44.9%,4.37,B+ (3.58),B+ (3.59)
"Lipomi, Darren John",CENG 134 - Polymeric Materials (A),SP17,82,30,83.3%,93.3%,6.10,B (3.17),B (3.02)
"Opatkiewicz, Justin Paul",CENG 157 - Process Tech in Semiconductor (A),SP17,68,28,89.3%,96.4%,5.09,B+ (3.32),B+ (3.39)
"Chen, Zheng",CENG 176B - Chem Engineerng Process Lab II (A),SP17,134,46,95.3%,93.0%,7.85,B+ (3.54),A- (3.72)
"Drews, Aaron",CENG 176B - Chem Engineerng Process Lab II (A),SP17,134,47,95.3%,97.7%,7.85,B+ (3.54),A- (3.72)
"Fenning, David",CENG 176B - Chem Engineerng Process Lab II (A),SP17,134,46,95.3%,97.7%,7.85,B+ (3.54),A- (3.72)
"Opatkiewicz, Justin Paul",CENG 176B - Chem Engineerng Process Lab II (A),SP17,134,47,93.2%,93.2%,7.68,B+ (3.55),A- (3.72)
"Vazquez Mena, Oscar",CENG 176B - Chem Engineerng Process Lab II (A),SP17,134,46,95.3%,90.7%,7.85,B+ (3.54),A- (3.72)
"Yang, Kesong",CENG 176B - Chem Engineerng Process Lab II (A),SP17,134,46,95.3%,100.0%,7.85,B+ (3.54),A- (3.72)
"Zhang, Liangfang",CENG 176B - Chem Engineerng Process Lab II (A),SP17,134,46,95.3%,95.3%,7.85,B+ (3.54),A- (3.72)
"Chen, Zheng",CENG 176B - Chem Engineerng Process Lab II (B),SP17,101,32,96.2%,100.0%,8.50,A- (3.76),A- (3.72)
"Drews, Aaron",CENG 176B - Chem Engineerng Process Lab II (B),SP17,102,32,96.2%,96.2%,8.50,A- (3.76),A- (3.72)
"Fenning, David",CENG 176B - Chem Engineerng Process Lab II (B),SP17,101,32,96.2%,100.0%,8.50,A- (3.76),A- (3.72)
"Opatkiewicz, Justin Paul",CENG 176B - Chem Engineerng Process Lab II (B),SP17,101,32,96.2%,100.0%,8.50,A- (3.76),A- (3.72)
"Vazquez Mena, Oscar",CENG 176B - Chem Engineerng Process Lab II (B),SP17,101,32,96.2%,92.3%,8.50,A- (3.76),A- (3.72)
"Yang, Kesong",CENG 176B - Chem Engineerng Process Lab II (B),SP17,101,32,96.2%,100.0%,8.50,A- (3.76),A- (3.72)
"Zhang, Liangfang",CENG 176B - Chem Engineerng Process Lab II (B),SP17,101,32,96.2%,100.0%,8.50,A- (3.76),A- (3.72)
"Larson, David Philip",ENG 10 - Fundamentals/Engineering Appln (A),SP17,15,4,100.0%,100.0%,1.83,A (4.00),N/A
"Karandikar, Keyur",ENG 10 - Fundamentals/Engineering Appln (B),SP17,20,8,87.5%,75.0%,4.00,A (4.00),A- (3.71)
"Steck, Jamie Bradley",ENG 100D - Design for Development (A),SP17,50,46,97.8%,95.7%,4.72,A- (3.71),A- (3.74)
"Reynante, Brandon Marcellino",ENG 100D - Design for Development (B),SP17,51,48,91.7%,91.7%,4.94,A- (3.74),A- (3.82)
"Reynante, Brandon Marcellino",ENG 100D - Design for Development (C),SP17,54,49,98.0%,95.9%,5.10,B+ (3.69),A- (3.82)
"Reynante, Brandon Marcellino",ENG 100D - Design for Development (D),SP17,53,48,95.8%,95.8%,5.98,A- (3.83),A- (3.82)
"Cosman, Pamela C.",ENG 100E - Technical Public Speaking (A),SP17,18,9,100.0%,100.0%,2.06,A- (3.86),N/A
"Griswold, William G.",ENG 100L - Design for Development Lab (A),SP17,12,5,100.0%,100.0%,3.00,A (4.00),N/A
"Smith, David M.",ENG 100L - Design for Development Lab (B),SP17,18,8,100.0%,100.0%,4.50,A- (3.86),N/A
"Goldberg, Charles G.",ENG 100L - Design for Development Lab (D),SP17,10,5,80.0%,100.0%,4.50,B+ (3.50),N/A
"Nguyen, Truong Quang",ENG 100L - Design for Development Lab (F),SP17,15,6,100.0%,100.0%,10.00,A (4.00),N/A
"de Oliveira, Mauricio",ENG 100L - Design for Development Lab (G),SP17,17,6,100.0%,66.7%,4.50,A (4.00),N/A
"Stokes, Malcolm Dale",ENG 100L - Design for Development Lab (H),SP17,11,3,100.0%,100.0%,6.50,B+ (3.67),N/A
"Bratton, Maryann",ENG 100L - Design for Development Lab (I),SP17,15,4,100.0%,100.0%,2.50,A (4.00),N/A
"Bratton, Maryann",ENG 100L - Design for Development Lab (J),SP17,18,11,100.0%,90.9%,4.68,A- (3.91),N/A
"Kahng, Andrew Byun",ENG 2 - Orientation to Engineering II (A),SP17,11,4,100.0%,100.0%,4.00,N/A,N/A
"Chien, Shu",BENG 1 - Introduction to Bioengineering (A),WI17,196,94,84.5%,90.5%,2.31,A- (3.71),N/A
"Mc Culloch, Andrew Douglas",BENG 112A - Tissue Biomechanics (A),WI17,45,12,83.3%,66.7%,5.67,B+ (3.42),B+ (3.60)
"Cabrales, Pedro",BENG 119B - Design Implmntatn Biomechanics (A),WI17,16,5,100.0%,100.0%,5.50,A (4.00),N/A
"Wheeler, Bruce Christopher",BENG 119B - Design Implmntatn Biomechanics (A),WI17,16,5,100.0%,75.0%,5.50,A (4.00),N/A
"Subramaniam, Shankar",BENG 120 - Org Chem-Structural & Design (A),WI17,40,20,88.2%,88.2%,6.26,B (3.29),B+ (3.62)
"Wang, Yingxiao",BENG 120 - Org Chem-Structural & Design (A),WI17,40,19,87.5%,86.7%,6.50,B+ (3.31),B+ (3.62)
"Palsson, Bernhard O.",BENG 123 - Dynamic Simulatn in Bioeng (A),WI17,73,15,73.3%,53.3%,9.57,B+ (3.50),B (3.14)
"Fraley, Stephanie I.",BENG 127B - Design Implmnt Molec.Syst BENG (A),WI17,17,4,100.0%,100.0%,8.50,A (4.00),N/A
"Wang, Yingxiao",BENG 127B - Design Implmnt Molec.Syst BENG (A),WI17,17,4,100.0%,100.0%,8.50,A (4.00),N/A
"Wheeler, Bruce Christopher",BENG 127B - Design Implmnt Molec.Syst BENG (A),WI17,17,4,100.0%,100.0%,8.50,A (4.00),N/A
"Cauwenberghs, Gert",BENG 128B - Design Implmnt Genetic Circuit (A),WI17,13,3,100.0%,100.0%,10.50,A (4.00),N/A
"Wheeler, Bruce Christopher",BENG 128B - Design Implmnt Genetic Circuit (A),WI17,13,3,100.0%,100.0%,10.50,A (4.00),N/A
"Subramaniam, Shankar",BENG 130 - Biotech Thermodynamics & Kinet (A),WI17,184,56,82.7%,86.5%,6.54,B+ (3.42),B+ (3.34)
"Cabrales, Pedro",BENG 140A - Bioengineering Physiology (A),WI17,79,50,85.7%,85.7%,6.99,B+ (3.59),B+ (3.69)
"Mc Culloch, Andrew Douglas",BENG 148B - Design Implmntatn Cardiac BENG (A),WI17,13,4,75.0%,100.0%,8.50,B+ (3.50),N/A
"Wheeler, Bruce Christopher",BENG 148B - Design Implmntatn Cardiac BENG (A),WI17,13,4,75.0%,100.0%,8.50,B+ (3.50),N/A
"Engler, Adam J.",BENG 149B - Design Implmntn Vascular BENG (A),WI17,12,3,66.7%,100.0%,15.17,B+ (3.67),N/A
"Wheeler, Bruce Christopher",BENG 149B - Design Implmntn Vascular BENG (A),WI17,12,3,66.7%,100.0%,15.17,B+ (3.67),N/A
"Wheeler, Bruce Christopher",BENG 152 - BioSystems Engineering Lab (A),WI17,29,7,100.0%,100.0%,5.93,B+ (3.67),B+ (3.57)
"Metallo, Christian Michael",BENG 161B - Biochemical Engineering (A),WI17,57,26,95.8%,91.7%,6.95,B+ (3.45),B+ (3.38)
"Wang, Yingxiao",BENG 168 - Biomolecular Engineering (A),WI17,72,16,100.0%,93.3%,7.03,A- (3.80),B+ (3.59)
"Gough, David A.",BENG 169B - Design Implmntatn Tissue Engin (A),WI17,15,3,100.0%,100.0%,0.00,N/A,N/A
"Sah, Robert Lie-Yuan",BENG 169B - Design Implmntatn Tissue Engin (A),WI17,14,3,100.0%,100.0%,0.00,N/A,N/A
"Wheeler, Bruce Christopher",BENG 169B - Design Implmntatn Tissue Engin (A),WI17,14,3,100.0%,100.0%,0.00,N/A,N/A
"Wheeler, Bruce Christopher",BENG 179B - Design Implmnt Bioinstrumntatn (A),WI17,12,5,100.0%,100.0%,11.30,A- (3.80),N/A
"Pevzner, Pavel Arkadjevich",BENG 181 - Molecular Sequence Analysis (A),WI17,46,39,82.1%,82.1%,16.82,B (3.03),B (3.28)
"Cauwenberghs, Gert",BENG 186B - Princpls/Bioinstrumentatn Desn (A),WI17,71,22,81.0%,76.2%,8.31,B (3.15),B+ (3.32)
"Wheeler, Bruce Christopher",BENG 187C - BENG Design Proj:Implemntation (A),WI17,124,31,71.4%,85.7%,6.92,A- (3.85),N/A
"Gough, David A.",BENG 87 - Freshman Seminar (A),WI17,15,12,100.0%,100.0%,1.05,A (4.00),N/A
"Engler, Adam J.",BENG 87 - Freshman Seminar (B),WI17,17,7,100.0%,100.0%,0.79,N/A,N/A
"Liu, Ping",CENG 101B - Heat Transfer (A),WI17,101,85,97.6%,91.8%,7.62,B+ (3.42),B (3.08)
"Opatkiewicz, Justin Paul",CENG 102 - Chemical Engin Thermodynamics (A),WI17,108,92,95.7%,98.9%,8.39,B+ (3.57),B+ (3.42)
"Ong, Shyue Ping",CENG 114 - Prob and Stat Methods for Eng (A),WI17,111,100,79.0%,86.0%,6.26,B+ (3.35),B- (2.99)
"Russ, Benjamin Edward",CENG 124A - Chem Plant & Process Design I (A),WI17,236,131,36.9%,64.8%,4.37,B+ (3.48),B+ (3.68)
"Talbot, Jan B",CENG 124A - Chem Plant & Process Design I (A),WI17,236,131,36.1%,37.7%,4.38,B+ (3.48),B+ (3.68)
"Yang, Kesong",CENG 15 - Engin. Comp Using MATLAB (A),WI17,45,34,91.2%,88.2%,5.21,B+ (3.56),B (3.11)
"Chen, Zheng",CENG 176A - Chem Engineerng Process Lab I (A),WI17,134,97,95.5%,95.5%,8.01,B+ (3.51),B+ (3.54)
"Drews, Aaron",CENG 176A - Chem Engineerng Process Lab I (A),WI17,134,101,93.4%,95.6%,8.05,B+ (3.50),B+ (3.54)
"Fenning, David",CENG 176A - Chem Engineerng Process Lab I (A),WI17,134,93,95.3%,92.9%,7.96,B+ (3.51),N/A
"Opatkiewicz, Justin Paul",CENG 176A - Chem Engineerng Process Lab I (A),WI17,134,96,95.3%,95.3%,7.97,B+ (3.51),B+ (3.54)
"Vazquez Mena, Oscar",CENG 176A - Chem Engineerng Process Lab I (A),WI17,134,93,95.3%,91.8%,7.96,B+ (3.51),N/A
"Yang, Kesong",CENG 176A - Chem Engineerng Process Lab I (A),WI17,134,93,95.3%,85.9%,7.96,B+ (3.51),B+ (3.54)
"Zhang, Liangfang",CENG 176A - Chem Engineerng Process Lab I (A),WI17,134,93,95.3%,90.6%,7.96,B+ (3.51),B+ (3.54)
"Chen, Zheng",CENG 176A - Chem Engineerng Process Lab I (B),WI17,102,59,96.5%,94.7%,8.98,B+ (3.65),B+ (3.54)
"Drews, Aaron",CENG 176A - Chem Engineerng Process Lab I (B),WI17,102,61,96.6%,100.0%,9.01,B+ (3.64),B+ (3.54)
"Fenning, David",CENG 176A - Chem Engineerng Process Lab I (B),WI17,102,59,96.4%,94.6%,9.07,B+ (3.64),N/A
"Opatkiewicz, Justin Paul",CENG 176A - Chem Engineerng Process Lab I (B),WI17,102,59,96.4%,96.4%,9.07,B+ (3.64),B+ (3.54)
"Vazquez Mena, Oscar",CENG 176A - Chem Engineerng Process Lab I (B),WI17,102,59,96.4%,92.9%,9.07,B+ (3.64),N/A
"Yang, Kesong",CENG 176A - Chem Engineerng Process Lab I (B),WI17,102,59,96.4%,92.9%,9.07,B+ (3.64),B+ (3.54)
"Zhang, Liangfang",CENG 176A - Chem Engineerng Process Lab I (B),WI17,102,59,96.4%,98.2%,9.07,B+ (3.64),B+ (3.54)
"Karandikar, Keyur",ENG 10 - Fundamentals/Engineering Appln (A),WI17,21,11,88.9%,77.8%,2.28,A (4.00),A- (3.94)
"Larson, David Philip",ENG 10 - Fundamentals/Engineering Appln (B),WI17,22,11,81.8%,100.0%,3.23,B+ (3.64),A- (3.97)
"Williams, Ebonee P.",ENG 100B - Engineering Leadership (B),WI17,30,9,85.7%,85.7%,1.64,A (4.00),A- (3.84)
"Steck, Jamie Bradley",ENG 100D - Design for Development (A),WI17,46,44,93.0%,88.4%,5.03,B+ (3.69),A- (3.81)
"Reynante, Brandon Marcellino",ENG 100D - Design for Development (B),WI17,53,49,93.9%,95.9%,5.68,A- (3.75),A- (3.90)
"Reynante, Brandon Marcellino",ENG 100D - Design for Development (C),WI17,48,48,83.3%,89.6%,6.67,A- (3.81),A- (3.90)
"Reynante, Brandon Marcellino",ENG 100D - Design for Development (D),WI17,53,49,89.8%,98.0%,5.93,A- (3.84),A- (3.90)
"Smith, David M.",ENG 100L - Design for Development Lab (C),WI17,15,6,100.0%,100.0%,9.00,A (4.00),N/A
"Kleissl, Jan",ENG 100L - Design for Development Lab (D),WI17,11,4,100.0%,100.0%,1.50,A (4.00),N/A
"Tu, Charles",ENG 100L - Design for Development Lab (F),WI17,9,3,100.0%,100.0%,5.17,B+ (3.67),N/A
"Bratton, Maryann",ENG 100L - Design for Development Lab (G),WI17,14,5,100.0%,100.0%,3.70,A (4.00),N/A
"de Oliveira, Mauricio",ENG 100L - Design for Development Lab (H),WI17,13,6,100.0%,100.0%,6.50,A (4.00),N/A
"Bratton, Maryann",ENG 100L - Design for Development Lab (J),WI17,14,6,100.0%,100.0%,3.50,A (4.00),N/A
"Stokes, Malcolm Dale",ENG 100L - Design for Development Lab (L),WI17,6,4,100.0%,100.0%,3.17,A (4.00),N/A
"Nguyen, Truong Quang",ENG 100L - Design for Development Lab (M),WI17,12,4,100.0%,100.0%,2.50,A (4.00),N/A
"Kahng, Andrew Byun",ENG 2 - Orientation to Engineering II (A),WI17,9,4,100.0%,100.0%,2.50,N/A,N/A
"Kahng, Andrew Byun",ENG 2 - Orientation to Engineering II (B),WI17,11,6,100.0%,100.0%,4.10,A (4.00),N/A
"Mc Culloch, Andrew Douglas",BENG 110 - Foundation of Biomechanics (A),FA16,104,51,83.3%,87.5%,5.96,B+ (3.43),B+ (3.68)
"Cabrales, Pedro",BENG 119A - Design Develop.in Biomechanics (A),FA16,16,5,75.0%,100.0%,4.50,A (4.00),N/A
"Wheeler, Bruce Christopher",BENG 119A - Design Develop.in Biomechanics (A),FA16,16,5,75.0%,100.0%,4.50,A (4.00),N/A
"Metallo, Christian Michael",BENG 122A - Biosystems and Control (A),FA16,81,20,84.2%,57.9%,6.50,B+ (3.32),B+ (3.42)
"Fraley, Stephanie I.",BENG 127A - Design Dev.Molec. Systems BENG (A),FA16,17,6,100.0%,100.0%,6.83,A (4.00),N/A
"Wang, Yingxiao",BENG 127A - Design Dev.Molec. Systems BENG (A),FA16,17,6,100.0%,83.3%,6.83,A (4.00),N/A
"Wheeler, Bruce Christopher",BENG 127A - Design Dev.Molec. Systems BENG (A),FA16,17,6,100.0%,83.3%,6.83,A (4.00),N/A
"Cauwenberghs, Gert",BENG 128A - Design Dev.Genetc Circuit BENG (A),FA16,13,4,100.0%,100.0%,12.50,B+ (3.50),N/A
"Wheeler, Bruce Christopher",BENG 128A - Design Dev.Genetc Circuit BENG (A),FA16,13,4,100.0%,100.0%,12.50,B+ (3.50),N/A
"Coleman, Todd Prentice",BENG 134 - Measurements/Stats/Probability (A),FA16,30,14,84.6%,76.9%,6.65,B (3.15),A- (3.78)
"Wheeler, Bruce Christopher",BENG 135 - Biomedical Signals & Systems (A),FA16,30,4,100.0%,100.0%,7.50,B (3.25),B+ (3.37)
"Lal, Ratnesh",BENG 141 - Biomedical Optics and Imaging (A),FA16,34,31,83.3%,76.7%,4.17,B+ (3.54),B+ (3.34)
"Coleman, Todd Prentice",BENG 147A - Design Develpmnt in Neural Eng (A),FA16,13,3,100.0%,100.0%,7.50,B+ (3.50),N/A
"Subramaniam, Shankar",BENG 147A - Design Develpmnt in Neural Eng (A),FA16,13,3,100.0%,100.0%,7.50,B+ (3.50),N/A
"Wheeler, Bruce Christopher",BENG 147A - Design Develpmnt in Neural Eng (A),FA16,13,3,100.0%,100.0%,7.50,B+ (3.50),N/A
"Mc Culloch, Andrew Douglas",BENG 148A - Design Developmnt Cardiac BENG (A),FA16,14,3,100.0%,66.7%,8.50,A (4.00),N/A
"McVeigh, Elliot R.",BENG 148A - Design Developmnt Cardiac BENG (A),FA16,14,3,100.0%,100.0%,8.50,A (4.00),N/A
"Wheeler, Bruce Christopher",BENG 148A - Design Developmnt Cardiac BENG (A),FA16,14,3,100.0%,100.0%,8.50,A (4.00),N/A
"Engler, Adam J.",BENG 149A - Design Develpmnt Vascular BENG (A),FA16,12,3,100.0%,100.0%,9.83,A (4.00),N/A
"Wheeler, Bruce Christopher",BENG 149A - Design Develpmnt Vascular BENG (A),FA16,12,3,100.0%,100.0%,9.83,A (4.00),N/A
"Fraley, Stephanie I.",BENG 161A - Bioreactor Engineering (A),FA16,57,53,81.1%,84.9%,9.54,B (3.25),B (3.12)
"Mali, Prashant Gulab Ram",BENG 162 - Biotechnology Laboratory (A),FA16,49,47,91.5%,100.0%,6.23,B+ (3.60),B+ (3.66)
"Varghese, Shyni",BENG 166A - Cell and Tissue Engineering (A),FA16,52,49,79.6%,40.8%,5.56,B+ (3.45),B+ (3.32)
"Gough, David A.",BENG 169A - Design Developmnt Tissue Engin (A),FA16,16,4,100.0%,100.0%,4.50,A (4.00),N/A
"Sah, Robert Lie-Yuan",BENG 169A - Design Developmnt Tissue Engin (A),FA16,16,4,100.0%,100.0%,4.50,A (4.00),N/A
"Wheeler, Bruce Christopher",BENG 169A - Design Developmnt Tissue Engin (A),FA16,16,4,100.0%,100.0%,4.50,A (4.00),N/A
"Cabrales, Pedro",BENG 179A - Design Develop.Bioinstrumntatn (B),FA16,11,5,100.0%,100.0%,5.00,A (4.00),N/A
"Wheeler, Bruce Christopher",BENG 179A - Design Develop.Bioinstrumntatn (B),FA16,11,5,100.0%,100.0%,5.00,A (4.00),N/A
"Zhong, Sheng",BENG 183 - Applied Genomic Technologies (A),FA16,68,48,81.3%,89.6%,4.20,B+ (3.50),B+ (3.50)
"Wheeler, Bruce Christopher",BENG 187B - BENG Design Project:Developmnt (B),FA16,125,33,84.4%,96.9%,7.79,A- (3.90),N/A
